iter	Passed	Remaining
399	40818	163274
400	40913	163145
401	40998	162974
402	41093	162843
403	41186	162707
404	41293	162626
405	41417	162611
406	41527	162539
407	41627	162429
408	41735	162349
409	41842	162265
410	41937	162139
411	42028	161992
412	42106	161797
413	42202	161674
414	42283	161492
415	42394	161426
416	42518	161405
417	42605	161248
418	42704	161134
419	42801	161016
420	42910	160939
421	43011	160833
422	43132	160802
423	43262	160806
424	43375	160745
425	43497	160717
426	43612	160660
427	43749	160687
428	43848	160574
429	43983	160590
430	44095	160525
431	44189	160391
432	44317	160382
433	44451	160394
434	44670	160710
435	44806	160729
436	44913	160640
437	45034	160602
438	45137	160499
439	45233	160371
440	45367	160379
441	45471	160280
442	45575	160182
443	45660	160017
444	45748	159863
445	45848	159750
446	45928	159568
447	46023	159437
448	46130	159351
449	46230	159236
450	46359	159224
451	46458	159109
452	46582	159078
453	46660	158891
454	46748	158738
455	46836	158588
456	46920	158420
457	47012	158281
458	47112	158169
459	47227	158111
460	47327	157997
461	47433	157906
462	47563	157894
463	47658	157764
464	47755	157644
465	47847	157508
466	47936	157357
467	48027	157218
468	48146	157168
469	48260	157104
470	48382	157062
471	48499	157006
472	48601	156900
473	48703	156796
474	48804	156689
475	48895	156547
476	48986	156406
477	49089	156304
478	49203	156238
479	49309	156147
480	49406	156025
481	49486	155851
482	49591	155755
483	49674	155591
484	49753	155414
485	49840	155265
486	49944	155166
487	50059	155101
488	50171	155030
489	50271	154917
490	50365	154788
491	50443	154610
492	50526	154448
493	50604	154272
494	50719	154207
495	50799	154035
496	50894	153913
497	50987	153782
498	51085	153666
499	51190	153572
500	51278	153425
501	51369	153289
502	51486	153231
503	51575	153088
504	51705	153069
505	51797	152935
506	51896	152822
507	51993	152706
508	52091	152590
509	52186	152465
510	52283	152349
511	52381	152232
512	52484	152132
513	52572	151990
514	52690	151932
515	52808	151877
516	52946	151876
517	53082	151869
518	53209	151835
519	53343	151823
520	53509	151901
521	53643	151886
522	53766	151840
523	53871	151743
524	53985	151673
525	54119	151659
526	54219	151547
527	54346	151510
528	54463	151448
529	54624	151504
530	54800	151605
531	54893	151472
532	54988	151347
533	55078	151208
534	55218	151204
535	55352	151187
536	55491	151181
537	55678	151305
538	55880	151467
539	56026	151479
540	56158	151452
541	56396	151707
542	56664	152044
543	56851	152161
544	56982	152128
545	57127	152130
546	57240	152047
547	57364	151995
548	57460	151866
549	57558	151745
550	57658	151629
551	57752	151496
552	57867	151419
553	57966	151298
554	58085	151231
555	58199	151150
556	58306	151051
557	58435	151010
558	58537	150898
559	58635	150777
560	58769	150747
561	58906	150724
562	59074	150782
563	59213	150763
564	59324	150673
565	59420	150545
566	59512	150409
567	59624	150322
568	59792	150375
569	59906	150292
570	60001	150161
571	60096	150031
572	60185	149886
573	60267	149723
574	60396	149679
575	60512	149600
576	60614	149486
577	60741	149435
578	60853	149349
579	60959	149246
580	61052	149110
581	61169	149035
582	61295	148981
583	61454	149005
584	61608	149018
585	61763	149033
586	61897	148995
587	62035	148969
588	62176	148950
589	62294	148872
590	62461	148914
591	62637	148976
592	62791	148984
593	62934	148967
594	63019	148811
595	63110	148670
596	63254	148652
597	63365	148558
598	63496	148512
599	63638	148490
600	63757	148414
601	63883	148353
602	64033	148348
603	64159	148288
604	64291	148243
605	64435	148223
606	64568	148177
607	64670	148061
608	64773	147947
609	64909	147908
610	65038	147853
611	65167	147797
612	65431	148049
613	65534	147933
614	65651	147849
615	65762	147751
616	65875	147659
617	66000	147593
618	66113	147501
619	66225	147404
620	66372	147388
621	66510	147348
622	66642	147298
623	66759	147213
624	66871	147117
625	66977	147007
626	67081	146894
627	67177	146764
628	67287	146662
629	67394	146556
630	67495	146435
631	67626	146380
632	67711	146226
633	67810	146102
634	67916	145992
635	68030	145902
636	68115	145748
637	68194	145581
638	68291	145454
639	68386	145321
640	68475	145176
641	68566	145036
642	68643	144866
643	68761	144783
644	68929	144805
645	69042	144712
646	69147	144600
647	69258	144501
648	69395	144458
649	69510	144367
650	69625	144278
651	69718	144141
652	69842	144071
653	69948	143962
654	70067	143878
655	70183	143789
656	70280	143662
657	70377	143535
658	70500	143461
659	70581	143301
660	70689	143196
661	70790	143078
662	70909	142995
663	71015	142886
664	71124	142783
665	71211	142637
666	71310	142515
667	71425	142423
668	71524	142300
669	71624	142179
670	71739	142088
671	71873	142036
672	71970	141908
673	72069	141787
674	72193	141712
675	72290	141585
676	72382	141450
677	72492	141349
678	72615	141273
679	72713	141150
680	72795	140995
681	72893	140871
682	72992	140748
683	73092	140627
684	73189	140502
685	73308	140418
686	73425	140331
687	73525	140210
688	73626	140093
689	73735	139990
690	73835	139870
691	73927	139736
692	74034	139629
693	74133	139507
694	74254	139427
695	74353	139306
696	74457	139194
697	74562	139082
698	74657	138953
699	74748	138819
700	74842	138687
701	74956	138594
702	75048	138460
703	75123	138296
704	75237	138201
705	75333	138075
706	75445	137979
707	75565	137897
708	75659	137765
709	75741	137614
710	75838	137491
711	75935	137366
712	76027	137232
713	76152	137159
714	76279	137089
715	76381	136974
716	76471	136837
717	76568	136713
718	76673	136605
719	76770	136480
720	76865	136353
721	76975	136253
722	77071	136127
723	77162	135992
724	77256	135865
725	77345	135726
726	77474	135660
727	77565	135527
728	77678	135431
729	77799	135349
730	77883	135204
731	77988	135094
732	78073	134950
733	78175	134837
734	78275	134718
735	78365	134584
736	78457	134452
737	78550	134323
738	78646	134199
739	78730	134054
740	78816	133914
741	78887	133747
742	78985	133626
743	79087	133512
744	79184	133391
745	79272	133253
746	79379	133149
747	79486	133044
748	79567	132896
749	79651	132753
750	79769	132665
751	79860	132533
752	79961	132419
753	80044	132274
754	80128	132132
755	80220	132002
756	80325	131895
757	80450	131820
758	80558	131716
759	80658	131600
760	80775	131512
761	80885	131412
762	81003	131325
763	81134	131259
764	81233	131142
765	81322	131007
766	81424	130894
767	81521	130773
768	81616	130650
769	81705	130517
770	81804	130399
771	81929	130322
772	82036	130217
773	82123	130082
774	82206	129939
775	82307	129825
776	82437	129757
777	82542	129649
778	82651	129548
779	82735	129406
780	82821	129268
781	82912	129139
782	83009	129020
783	83109	128905
784	83227	128817
785	83340	128722
786	83433	128595
787	83556	128515
788	83649	128389
789	83735	128253
790	83838	128143
791	83960	128061
792	84067	127956
793	84183	127865
794	84303	127780
795	84389	127644
796	84476	127508
797	84558	127367
798	84660	127255
799	84761	127142
800	84865	127032
801	84964	126917
802	85047	126777
803	85138	126648
804	85225	126514
805	85314	126383
806	85406	126258
807	85509	126148
808	85603	126023
809	85701	125906
810	85803	125795
811	85910	125691
812	86033	125611
813	86127	125488
814	86216	125357
815	86312	125238
816	86417	125130
817	86525	125028
818	86616	124901
819	86720	124792
820	86811	124665
821	86912	124553
822	87014	124442
823	87225	124487
824	87322	124368
825	87436	124273
826	87535	124158
827	87630	124037
828	87730	123922
829	87827	123804
830	87933	123700
831	88016	123561
832	88147	123490
833	88239	123366
834	88350	123268
835	88439	123137
836	88535	123018
837	88613	122874
838	88707	122752
839	88789	122614
840	88892	122505
841	89003	122405
842	89095	122282
843	89192	122163
844	89292	122050
845	89394	121940
846	89484	121813
847	89596	121715
848	89680	121580
849	89785	121474
850	89877	121350
851	89967	121223
852	90062	121104
853	90156	120982
854	90270	120888
855	90386	120797
856	90478	120672
857	90582	120565
858	90700	120476
859	90811	120378
860	90915	120270
861	91009	120149
862	91095	120018
863	91193	119902
864	91298	119796
865	91393	119676
866	91490	119560
867	91585	119441
868	91695	119341
869	91798	119232
870	91900	119122
871	91993	119000
872	92082	118873
873	92166	118741
874	92264	118625
875	92383	118537
876	92498	118444
877	92590	118321
878	92678	118194
879	92758	118056
880	92837	117916
881	92914	117776
882	92998	117644
883	93090	117521
884	93198	117418
885	93306	117317
886	93414	117215
887	93502	117088
888	93596	116969
889	93683	116841
890	93790	116737
891	93878	116611
892	93972	116492
893	94086	116397
894	94176	116273
895	94305	116197
896	94385	116061
897	94485	115950
898	94573	115823
899	94658	115694
900	94752	115574
901	94865	115479
902	94966	115368
903	95052	115240
904	95167	115147
905	95325	115106
906	95749	115384
907	95870	115298
908	95952	115164
909	96071	115075
910	96168	114959
911	96254	114830
912	96359	114723
913	96472	114627
914	96582	114526
915	96671	114401
916	96780	114300
917	96869	114175
918	96984	114080
919	97087	113971
920	97185	113858
921	97270	113728
922	97356	113600
923	97449	113480
924	97532	113348
925	97627	113230
926	97713	113103
927	97805	112981
928	97900	112865
929	97995	112747
930	98101	112642
931	98193	112522
932	98307	112426
933	98413	112321
934	98503	112198
935	98592	112074
936	98689	111960
937	98770	111827
938	98873	111719
939	98973	111608
940	99087	111513
941	99192	111406
942	99295	111298
943	99407	111201
944	99501	111084
945	99588	110957
946	99711	110872
947	99837	110790
948	99948	110690
949	100100	110637
950	100218	110546
951	100340	110458
952	100439	110346
953	100545	110241
954	100662	110148
955	100763	110039
956	100870	109935
957	100964	109817
958	101050	109691
959	101153	109583
960	101280	109501
961	101374	109382
962	101462	109259
963	101586	109174
964	101695	109071
965	101803	108969
966	101892	108847
967	101998	108742
968	102107	108640
969	102206	108528
970	102301	108412
971	102402	108302
972	102505	108194
973	102596	108074
974	102697	107963
975	102815	107871
976	102912	107758
977	103012	107647
978	103107	107531
979	103191	107403
980	103279	107280
981	103383	107173
982	103501	107080
983	103590	106959
984	103771	106931
985	103913	106863
986	104016	106756
987	104105	106634
988	104201	106519
989	104285	106392
990	104401	106297
991	104639	106326
992	104749	106226
993	104853	106119
994	104949	106004
995	105048	105892
996	105139	105771
997	105236	105658
998	105317	105528
999	105400	105400
1000	105497	105286
1001	105584	105162
1002	105710	105077
1003	105818	104974
1004	105904	104850
1005	105998	104734
1006	106079	104605
1007	106171	104486
1008	106272	104376
1009	106362	104256
1010	106464	104148
1011	106561	104034
1012	106655	103918
1013	106742	103795
1014	106841	103683
1015	106935	103567
1016	107046	103467
1017	107136	103348
1018	107226	103228
1019	107314	103106
1020	107424	103005
1021	107522	102893
1022	107613	102774
1023	107727	102677
1024	107827	102567
1025	107919	102449
1026	108010	102330
1027	108133	102242
1028	108230	102129
1029	108333	102022
1030	108445	101924
1031	108545	101814
1032	108669	101726
1033	108769	101616
1034	108868	101505
1035	108978	101404
1036	109075	101291
1037	109182	101188
1038	109267	101064
1039	109347	100936
1040	109442	100821
1041	109533	100703
1042	109619	100580
1043	109719	100471
1044	109804	100348
1045	109911	100244
1046	110009	100132
1047	110104	100018
1048	110196	99902
1049	110306	99800
1050	110400	99686
1051	110479	99557
1052	110574	99443
1053	110652	99313
1054	110762	99213
1055	110867	99108
1056	110979	99009
1057	111062	98885
1058	111156	98770
1059	111246	98652
1060	111349	98546
1061	111448	98435
1062	111546	98325
1063	111654	98222
1064	111749	98109
1065	111850	98000
1066	111955	97895
1067	112043	97776
1068	112149	97671
1069	112265	97576
1070	112355	97458
1071	112439	97335
1072	112525	97214
1073	112613	97095
1074	112730	97001
1075	112846	96905
1076	112988	96832
1077	113109	96740
1078	113213	96635
1079	113337	96547
1080	113451	96449
1081	113581	96365
1082	113668	96245
1083	113773	96140
1084	113892	96047
1085	113988	95935
1086	114085	95823
1087	114202	95728
1088	114323	95637
1089	114448	95548
1090	114581	95467
1091	114700	95373
1092	114849	95305
1093	114987	95227
1094	115156	95175
1095	115324	95122
1096	115486	95062
1097	115615	94977
1098	115744	94891
1099	115862	94796
1100	115978	94699
1101	116075	94588
1102	116186	94487
1103	116310	94396
1104	116430	94303
1105	116555	94213
1106	116694	94135
1107	116808	94036
1108	116915	93932
1109	117019	93826
1110	117171	93758
1111	117334	93698
1112	117469	93617
1113	117578	93513
1114	117703	93423
1115	117800	93311
1116	117891	93194
1117	117983	93078
1118	118074	92961
1119	118169	92847
1120	118252	92724
1121	118365	92624
1122	118468	92517
1123	118560	92401
1124	118655	92287
1125	118746	92170
1126	118833	92051
1127	118931	91939
1128	119008	91812
1129	119126	91716
1130	119229	91609
1131	119317	91491
1132	119422	91385
1133	119527	91279
1134	119621	91165
1135	119736	91066
1136	119841	90961
1137	119942	90852
1138	120029	90733
1139	120120	90617
1140	120205	90496
1141	120307	90388
1142	120400	90274
1143	120490	90157
1144	120574	90036
1145	120658	89914
1146	120762	89808
1147	120866	89701
1148	120958	89587
1149	121059	89478
1150	121145	89359
1151	121245	89249
1152	121354	89147
1153	121463	89044
1154	121554	88929
1155	121666	88829
1156	121762	88717
1157	121846	88596
1158	121931	88476
1159	122026	88363
1160	122132	88259
1161	122240	88156
1162	122347	88052
1163	122457	87950
1164	122576	87855
1165	122674	87744
1166	122764	87628
1167	122858	87515
1168	122955	87404
1169	123044	87288
1170	123156	87187
1171	123240	87067
1172	123325	86947
1173	123421	86836
1174	123511	86721
1175	123606	86608
1176	123691	86489
1177	123782	86374
1178	123913	86287
1179	124014	86179
1180	124124	86077
1181	124238	85978
1182	124333	85866
1183	124410	85742
1184	124542	85655
1185	124642	85546
1186	124732	85431
1187	124844	85331
1188	124917	85204
1189	125016	85095
1190	125108	84981
1191	125194	84863
1192	125288	84751
1193	125387	84641
1194	125503	84544
1195	125624	84449
1196	125717	84336
1197	125814	84226
1198	125912	84116
1199	126026	84017
1200	126137	83916
1201	126230	83803
1202	126317	83686
1203	126419	83579
1204	126511	83466
1205	126620	83363
1206	126708	83247
1207	126815	83144
1208	126919	83038
1209	127018	82929
1210	127102	82811
1211	127192	82695
1212	127303	82595
1213	127388	82477
1214	127513	82385
1215	127629	82287
1216	127726	82177
1217	127825	82068
1218	127922	81958
1219	128046	81865
1220	128156	81763
1221	128252	81653
1222	128355	81547
1223	128444	81431
1224	128551	81328
1225	128656	81223
1226	128767	81122
1227	128856	81007
1228	128959	80901
1229	129047	80785
1230	129124	80663
1231	129214	80549
1232	129317	80443
1233	129417	80335
1234	129510	80223
1235	129626	80124
1236	129712	80008
1237	129810	79899
1238	129942	79811
1239	130035	79699
1240	130145	79597
1241	130230	79480
1242	130319	79366
1243	130439	79270
1244	130527	79155
1245	130626	79047
1246	130742	78949
1247	130836	78837
1248	130921	78720
1249	131018	78610
1250	131140	78516
1251	131251	78415
1252	131362	78314
1253	131453	78201
1254	131541	78086
1255	131625	77969
1256	131707	77850
1257	131805	77741
1258	131898	77630
1259	132013	77531
1260	132099	77416
1261	132179	77296
1262	132278	77188
1263	132365	77073
1264	132474	76971
1265	132559	76855
1266	132672	76755
1267	132764	76643
1268	132868	76537
1269	132989	76442
1270	133087	76334
1271	133187	76226
1272	133266	76107
1273	133348	75989
1274	133435	75875
1275	133540	75770
1276	133634	75659
1277	133730	75550
1278	133823	75439
1279	133896	75316
1280	134013	75219
1281	134100	75104
1282	134202	74998
1283	134314	74898
1284	134415	74791
1285	134502	74677
1286	134586	74561
1287	134661	74440
1288	134745	74324
1289	134823	74205
1290	134915	74093
1291	135005	73981
1292	135095	73868
1293	135209	73769
1294	135333	73675
1295	135457	73581
1296	135544	73467
1297	135630	73353
1298	135717	73239
1299	135804	73125
1300	135886	73009
1301	135984	72901
1302	136075	72789
1303	136179	72684
1304	136291	72584
1305	136425	72495
1306	136545	72399
1307	136649	72294
1308	136744	72185
1309	136841	72076
1310	136952	71975
1311	137043	71864
1312	137163	71767
1313	137260	71659
1314	137371	71558
1315	137466	71449
1316	137559	71338
1317	137645	71225
1318	137742	71116
1319	137852	71014
1320	137925	70894
1321	138019	70784
1322	138105	70670
1323	138196	70559
1324	138296	70452
1325	138405	70350
1326	138495	70239
1327	138580	70125
1328	138669	70012
1329	138780	69911
1330	138884	69807
1331	138971	69694
1332	139061	69583
1333	139163	69477
1334	139249	69364
1335	139332	69248
1336	139424	69138
1337	139507	69023
1338	139612	68919
1339	139712	68813
1340	139807	68705
1341	139901	68595
1342	139991	68484
1343	140089	68377
1344	140178	68265
1345	140261	68150
1346	140350	68039
1347	140444	67930
1348	140536	67820
1349	140632	67712
1350	140719	67599
1351	140831	67499
1352	140925	67390
1353	141007	67275
1354	141153	67191
1355	141251	67084
1356	141448	67024
1357	141593	66938
1358	141718	66844
1359	141818	66738
1360	142025	66681
1361	142289	66652
1362	142409	66555
1363	142584	66483
1364	142738	66402
1365	142847	66299
1366	142964	66200
1367	143161	66139
1368	143308	66053
1369	143478	65979
1370	143596	65880
1371	143741	65794
1372	143940	65732
1373	144092	65649
1374	144245	65566
1375	144383	65476
1376	144541	65395
1377	144735	65330
1378	144888	65247
1379	145212	65240
1380	145357	65152
1381	145520	65073
1382	145655	64981
1383	145761	64876
1384	145878	64776
1385	145979	64669
1386	146072	64558
1387	146212	64468
1388	146333	64369
1389	146437	64263
1390	146537	64156
1391	146642	64050
1392	146720	63933
1393	146805	63819
1394	146886	63703
1395	146986	63595
1396	147067	63480
1397	147166	63371
1398	147273	63267
1399	147377	63161
1400	147462	63048
1401	147561	62939
1402	147676	62838
1403	147772	62729
1404	147883	62626
1405	148018	62533
1406	148145	62437
1407	148233	62325
1408	148336	62219
1409	148435	62111
1410	148533	62003
1411	148618	61889
1412	148712	61779
1413	148804	61668
1414	148893	61556
1415	148997	61450
1416	149129	61356
1417	149222	61246
1418	149325	61140
1419	149418	61030
1420	149503	60916
1421	149589	60803
1422	149685	60694
1423	149775	60583
1424	149866	60472
1425	149962	60363
1426	150049	60251
1427	150144	60141
1428	150244	60034
1429	150336	59924
1430	150442	59819
1431	150542	59712
1432	150641	59604
1433	150753	59502
1434	150855	59396
1435	150951	59287
1436	151048	59178
1437	151147	59071
1438	151242	58962
1439	151334	58852
1440	151437	58746
1441	151537	58639
1442	151642	58534
1443	151735	58424
1444	151823	58313
1445	151905	58198
1446	152005	58092
1447	152104	57984
1448	152221	57883
1449	152305	57771
1450	152395	57660
1451	152485	57549
1452	152578	57440
1453	152665	57328
1454	152760	57219
1455	152877	57119
1456	152985	57015
1457	153071	56903
1458	153161	56792
1459	153246	56680
1460	153352	56575
1461	153445	56466
1462	153546	56360
1463	153649	56254
1464	153756	56149
1465	153861	56045
1466	153963	55938
1467	154071	55835
1468	154171	55728
1469	154263	55618
1470	154376	55516
1471	154488	55414
1472	154590	55308
1473	154686	55200
1474	154783	55092
1475	154883	54985
1476	154981	54878
1477	155101	54778
1478	155216	54677
1479	155309	54568
1480	155386	54453
1481	155475	54342
1482	155565	54232
1483	155651	54121
1484	155735	54009
1485	155811	53894
1486	155898	53783
1487	155978	53669
1488	156061	53557
1489	156154	53449
1490	156239	53337
1491	156318	53223
1492	156413	53115
1493	156512	53008
1494	156599	52898
1495	156703	52793
1496	156790	52682
1497	156871	52569
1498	156971	52463
1499	157050	52350
1500	157162	52247
1501	157259	52140
1502	157336	52026
1503	157445	51923
1504	157548	51818
1505	157658	51715
1506	157767	51612
1507	157872	51507
1508	157975	51402
1509	158081	51298
1510	158170	51188
1511	158276	51083
1512	158363	50973
1513	158462	50867
1514	158561	50760
1515	158639	50647
1516	158719	50534
1517	158803	50423
1518	158893	50314
1519	158990	50207
1520	159087	50100
1521	159180	49992
1522	159273	49884
1523	159369	49776
1524	159470	49671
1525	159559	49561
1526	159665	49457
1527	159744	49345
1528	159831	49235
1529	159930	49129
1530	160022	49020
1531	160139	48919
1532	160232	48811
1533	160324	48703
1534	160414	48594
1535	160523	48491
1536	160611	48382
1537	160711	48276
1538	160811	48170
1539	160890	48058
1540	160968	47945
1541	161077	47842
1542	161168	47734
1543	161257	47625
1544	161370	47523
1545	161471	47417
1546	161561	47309
1547	161671	47206
1548	161770	47100
1549	161866	46993
1550	161959	46885
1551	162054	46778
1552	162152	46672
1553	162242	46563
1554	162349	46460
1555	162453	46355
1556	162549	46248
1557	162635	46139
1558	162719	46029
1559	162826	45925
1560	162932	45821
1561	163030	45715
1562	163138	45611
1563	163242	45507
1564	163324	45396
1565	163419	45290
1566	163490	45176
1567	163571	45065
1568	163651	44954
1569	163751	44849
1570	163849	44743
1571	163960	44640
1572	164059	44534
1573	164170	44432
1574	164275	44328
1575	164395	44228
1576	164487	44120
1577	164585	44014
1578	164664	43903
1579	164758	43796
1580	164859	43691
1581	164960	43586
1582	165046	43477
1583	165129	43367
1584	165226	43261
1585	165311	43151
1586	165394	43042
1587	165492	42936
1588	165570	42825
1589	165686	42724
1590	165775	42616
1591	165858	42506
1592	165950	42399
1593	166031	42289
1594	166134	42184
1595	166222	42076
1596	166324	41971
1597	166416	41864
1598	166509	41757
1599	166618	41654
1600	166706	41546
1601	166826	41446
1602	166910	41337
1603	166988	41226
1604	167091	41122
1605	167193	41017
1606	167294	40912
1607	167378	40803
1608	167455	40692
1609	167562	40589
1610	167641	40479
1611	167731	40372
1612	167834	40267
1613	167922	40159
1614	168020	40054
1615	168136	39953
1616	168246	39850
1617	168352	39746
1618	168460	39643
1619	168578	39543
1620	168680	39438
1621	168782	39334
1622	168888	39230
1623	169010	39130
1624	169104	39024
1625	169185	38914
1626	169299	38813
1627	169597	38753
1628	169793	38669
1629	169955	38578
1630	170087	38480
1631	170191	38376
1632	170293	38271
1633	170413	38171
1634	170543	38072
1635	170664	37971
1636	170770	37867
1637	170893	37767
1638	171029	37670
1639	171132	37565
1640	171253	37464
1641	171372	37363
1642	171536	37272
1643	171766	37195
1644	171897	37096
1645	172084	37009
1646	172245	36917
1647	172393	36821
1648	172632	36745
1649	172821	36659
1650	173035	36577
1651	173238	36493
1652	173453	36411
1653	173643	36324
1654	173852	36241
1655	174071	36159
1656	174265	36073
1657	174679	36031
1658	174944	35959
1659	175128	35869
1660	175338	35785
1661	175581	35707
1662	175707	35606
