iter	MAE
1020	2324076.281
1021	2324043.139
1022	2323905.886
1023	2323874.097
1024	2323842.291
1025	2323515.311
1026	2323500.212
1027	2322749.079
1028	2322696.365
1029	2322663.389
1030	2322566.913
1031	2322472.695
1032	2322429.835
1033	2322420.011
1034	2322399.482
1035	2322299.989
1036	2322101.02
1037	2321275.498
1038	2321248.655
1039	2321231.661
1040	2321155.698
1041	2321090.89
1042	2321077.397
1043	2320919.681
1044	2320401.867
1045	2320362.742
1046	2320239.987
1047	2320097.188
1048	2319857.524
1049	2319820.954
1050	2319617.464
1051	2319158.245
1052	2319117.92
1053	2319109.838
1054	2318987.76
1055	2318929.596
1056	2318856.145
1057	2318633.358
1058	2318606.868
1059	2318591.928
1060	2318532.264
1061	2318178.094
1062	2318137.17
1063	2318001.62
1064	2317980.136
1065	2317863.385
1066	2317786.376
1067	2317645.242
1068	2317565.845
1069	2317485.486
1070	2317471.798
1071	2317450.321
1072	2317316.721
1073	2316604.088
1074	2316558.226
1075	2316445.99
1076	2316330.46
1077	2316223.912
1078	2316182.4
1079	2316151.084
1080	2316092.475
1081	2316064.018
1082	2316049.629
1083	2315888.44
1084	2315816.478
1085	2315781.589
1086	2315701.843
1087	2315445.747
1088	2315327.639
1089	2315218.127
1090	2315078.506
1091	2315052.81
1092	2314992.355
1093	2314981.585
1094	2314948.65
1095	2314902.199
1096	2314821.999
1097	2314808.206
1098	2314781.237
1099	2314725.283
1100	2314680.408
1101	2314675.776
1102	2314641.653
1103	2314431.074
1104	2314303.298
1105	2314282.137
1106	2314246.704
1107	2314149.351
1108	2313894.751
1109	2313877.894
1110	2313806.347
1111	2313685.305
1112	2313561.551
1113	2313542.539
1114	2313378.359
1115	2313232.232
1116	2313188.88
1117	2312887.304
1118	2312839.255
1119	2312742.474
1120	2312544.532
1121	2312501.493
1122	2312466.593
1123	2312368.152
1124	2312333.245
1125	2312318.112
1126	2312309.066
1127	2312280.239
1128	2312265.01
1129	2312213.309
1130	2312172.752
1131	2312148.166
1132	2312125.618
1133	2312033.153
1134	2311806.028
1135	2311760.083
1136	2311712.068
1137	2311651.974
1138	2311631.474
1139	2311602.502
1140	2311548.563
1141	2311504.173
1142	2311335.465
1143	2311318.745
1144	2311302.178
1145	2311280.092
1146	2311241.177
1147	2311147.424
1148	2311138.404
1149	2310515.2
1150	2309859.489
1151	2309807.982
1152	2309741.437
1153	2309715.409
1154	2309700.61
1155	2309679.863
1156	2309423.878
1157	2309415.207
1158	2309374.073
1159	2309349.878
1160	2309225.551
1161	2309170.91
1162	2309117.487
1163	2309016.278
1164	2308980.438
1165	2308508.071
1166	2308389.64
1167	2308278.082
1168	2308261.81
1169	2308229.12
1170	2308177.323
1171	2307669.015
1172	2307426.402
1173	2307389.708
1174	2307369.031
1175	2307341.885
1176	2307070.441
1177	2307006.015
1178	2306892.316
1179	2305654.807
1180	2305566.405
1181	2305354.169
1182	2305298.58
1183	2305291.463
1184	2305199.75
1185	2305164.78
1186	2305146.502
1187	2304921.855
1188	2304305.458
1189	2304285.338
1190	2303683.468
1191	2302925.955
1192	2302794.405
1193	2302628.63
1194	2302476.659
1195	2302413.872
1196	2302354.197
1197	2302329.353
1198	2302229.063
1199	2302170.03
1200	2301842.777
1201	2301776.754
1202	2301495.848
1203	2301406.148
1204	2301357.422
1205	2301332.423
1206	2301318.877
1207	2301245.269
1208	2301214.645
1209	2301121.665
1210	2300817.13
1211	2300673.373
1212	2300628.842
1213	2300617.013
1214	2300526.507
1215	2300416.317
1216	2300393.815
1217	2300279.903
1218	2300240.29
1219	2300087.152
1220	2300051.117
1221	2300036.045
1222	2299841.896
1223	2299673.237
1224	2299628.188
1225	2299592.94
1226	2299524.72
1227	2299293.745
1228	2299156.367
1229	2299134.653
1230	2298253.39
1231	2298234.492
1232	2298213.511
1233	2298174.058
1234	2298109.577
1235	2298069.404
1236	2298046.064
1237	2297733.776
1238	2297675.869
1239	2297501.174
1240	2297447.726
1241	2297363.83
1242	2297336.41
1243	2297308.326
1244	2297041.603
1245	2296993.702
1246	2296942.927
1247	2296934.134
1248	2296870.251
1249	2296811.072
1250	2296758.833
1251	2296716.067
1252	2296642.961
1253	2296548.449
1254	2296506.939
1255	2296490.234
1256	2296060.032
1257	2296008.763
1258	2295969.061
1259	2295912.378
1260	2295744.904
1261	2295731.565
1262	2295666.448
1263	2295657.135
1264	2295599.704
1265	2295395.45
1266	2295283.121
1267	2295259.284
1268	2295123.544
1269	2295084.173
1270	2295042.581
1271	2294998.473
1272	2294987.293
1273	2294947.068
1274	2294798.973
1275	2294761.251
1276	2294733.399
1277	2294721.724
1278	2294707.989
1279	2293827.939
1280	2293737.93
1281	2293715.536
1282	2293662.346
1283	2293597.929
1284	2293552.181
1285	2293536.891
1286	2293527.885
1287	2293425.901
1288	2293385.673
1289	2292744.594
1290	2292694.942
1291	2292659.003
1292	2292584.377
1293	2292501.185
1294	2292397.174
1295	2292330.442
1296	2292309.791
1297	2291811.36
1298	2290997.335
1299	2290966.372
1300	2290719.322
1301	2290607.362
1302	2290576.843
1303	2290552.143
1304	2290489.199
1305	2290434.533
1306	2290300.758
1307	2290230.52
1308	2290101.421
1309	2289951.357
1310	2289880.634
1311	2289606.969
1312	2289551.989
1313	2289519.74
1314	2289463.078
1315	2289445.086
1316	2289431.338
1317	2289272.467
1318	2289200.112
1319	2289129.552
1320	2288524.587
1321	2288401.372
1322	2288376.442
1323	2288337.97
1324	2288131.568
1325	2288007.843
1326	2287992.208
1327	2287955.917
1328	2287914.715
1329	2287849.667
1330	2287799.555
1331	2287598.923
1332	2287510.072
1333	2287497.157
1334	2287383.659
1335	2287250.109
1336	2287146.819
1337	2286942.818
1338	2286897.439
1339	2286874.13
1340	2286728.442
1341	2286482.162
1342	2286448.95
1343	2286347.289
1344	2286212.403
1345	2286201.332
1346	2286040.368
1347	2285976.251
1348	2285824.132
1349	2285658.614
1350	2285588.095
1351	2285568.12
1352	2285160.685
1353	2285148.524
1354	2285101.288
1355	2285086.399
1356	2285040.496
1357	2284927.625
1358	2284876.742
1359	2284666.487
1360	2284617.922
1361	2284551.733
1362	2284545.898
1363	2284527.182
1364	2284473.224
1365	2284413.26
1366	2284286.734
1367	2284255.197
1368	2284240.06
1369	2284224.458
1370	2284205.342
1371	2284136.298
1372	2284114.137
1373	2283941.476
1374	2283636.223
1375	2283623.673
1376	2283572.322
1377	2283440.591
1378	2283397.809
1379	2283324.876
1380	2283292.503
1381	2283233.326
1382	2283208.086
1383	2283186.441
1384	2283133.588
1385	2283123.056
1386	2282631.376
1387	2282588.08
1388	2282525.519
1389	2282378.551
1390	2282188.347
1391	2282065.396
1392	2282058.971
1393	2282046.862
1394	2281989.398
1395	2281961.45
1396	2281950.014
1397	2281903.687
1398	2281865.145
1399	2281359.75
1400	2281351.169
1401	2281340.129
1402	2281322.35
1403	2280952.555
1404	2280791.462
1405	2280730.74
1406	2280676.262
1407	2280660.407
1408	2280588.944
1409	2280525.633
1410	2280492.504
1411	2280482.55
1412	2280454.266
1413	2280312.252
1414	2280125.418
1415	2280038.023
1416	2279949.515
1417	2279560.449
1418	2279485.127
1419	2279270.037
1420	2279124.53
1421	2279112.898
1422	2279013.702
1423	2278975.647
1424	2278946.711
1425	2278886.354
1426	2278831.222
1427	2278447.41
1428	2278414.425
1429	2278398.656
1430	2278329.196
1431	2278183.425
1432	2278093.536
1433	2277994.998
1434	2277917.898
1435	2277880.698
1436	2277807.346
1437	2277774.86
1438	2277741.887
1439	2277718.271
1440	2277663.037
1441	2277613.747
1442	2277578.449
1443	2277547.008
1444	2277524.397
1445	2277206.294
1446	2277185.756
1447	2277167.928
1448	2277089.218
1449	2277070.461
1450	2277049.996
1451	2277032.696
1452	2277005.775
1453	2276995.289
1454	2276882.635
1455	2276843.974
1456	2276804.561
1457	2276792.047
1458	2276587.633
1459	2276572.925
1460	2276531.895
1461	2276503.77
1462	2276483.242
1463	2276350.148
1464	2276321.548
1465	2276260.067
1466	2276226.904
1467	2276151.202
1468	2276055.626
1469	2275845.157
1470	2275798.578
1471	2275717.56
1472	2275682.631
1473	2275599.457
1474	2275390.037
1475	2275114.312
1476	2275072.093
1477	2274981.679
1478	2274916.758
1479	2274900.712
1480	2274685.556
1481	2274619.313
1482	2274551.215
1483	2274514.302
1484	2274499.867
1485	2274102.041
1486	2274095.995
1487	2274089.866
1488	2274082.014
1489	2274046.668
1490	2273707.708
1491	2273699.011
1492	2273665.923
1493	2273653.381
1494	2273107.185
1495	2273090.339
1496	2273068.237
1497	2273055.069
1498	2272995.594
1499	2272985.009
1500	2272820.131
1501	2272660.009
1502	2272579.676
1503	2272527.814
1504	2272493.949
1505	2272461.503
1506	2272418.811
1507	2272293.565
1508	2272267.286
1509	2272095.525
1510	2272079.375
1511	2271891.012
1512	2271876.045
1513	2271846.88
1514	2271624.596
1515	2271618.125
1516	2271605.182
1517	2271599.672
1518	2271548.109
1519	2271521.038
1520	2271506.121
1521	2271286.862
1522	2271211.963
1523	2271188.589
1524	2271136.81
1525	2271117.606
1526	2271087.329
1527	2271073.883
1528	2270901.898
1529	2270846.562
1530	2270828.55
1531	2270766.501
1532	2270756.164
1533	2270737.114
1534	2270717.67
1535	2270617.15
1536	2270564.727
1537	2270528.112
1538	2270503.57
1539	2270481.25
1540	2270471.764
1541	2270441.099
1542	2270420.593
1543	2270386.635
1544	2270278.688
1545	2270203.963
1546	2270136.248
1547	2270099.577
1548	2270073.94
1549	2270021.203
1550	2269988.907
1551	2269975.868
1552	2269940.28
1553	2269916.97
1554	2269884.32
1555	2269855.599
1556	2269813.34
1557	2269804.507
1558	2269785.983
1559	2269729.646
1560	2269675.74
1561	2269618.159
1562	2269588.879
1563	2269424.749
1564	2269417.053
1565	2269352.195
1566	2269144.443
1567	2269122.555
1568	2269074.662
1569	2269044.53
1570	2268978.789
1571	2268876.526
1572	2268847.54
1573	2268821.001
1574	2268692.591
1575	2268664.951
1576	2268653.69
1577	2268545.259
1578	2268531.143
1579	2268491.617
1580	2268350.983
1581	2268243.115
1582	2267976.582
1583	2267970.283
1584	2267920.861
1585	2267332.06
1586	2267115.708
1587	2267079.418
1588	2266779.187
1589	2266744.096
1590	2266727.086
1591	2266714.216
1592	2266701.431
1593	2266692.885
1594	2266659.681
1595	2266519.595
1596	2266477.519
1597	2266463.658
1598	2266454.036
1599	2266387.776
1600	2266377.863
1601	2266280.225
1602	2266251.575
1603	2266227.131
1604	2266002.003
1605	2265975.548
1606	2265943.185
1607	2265930.541
1608	2265923.755
1609	2265873.781
1610	2265867.291
1611	2265718.085
1612	2265639.5
1613	2265009.834
1614	2264977.361
1615	2264938.126
1616	2264892.622
1617	2264695.296
1618	2264677.367
1619	2264643.43
1620	2264623.409
1621	2264585.835
1622	2264510.275
1623	2264458.471
1624	2264432.623
1625	2264427.583
1626	2264173.488
1627	2264012.383
1628	2264007.256
1629	2263988.263
1630	2263976.233
1631	2263966.709
1632	2263776.714
1633	2263751.61
1634	2263618.142
1635	2263567.587
1636	2263559.046
1637	2263543.925
1638	2263516.882
1639	2263505.171
1640	2263452.714
1641	2263401.833
1642	2263347.67
1643	2263338.381
1644	2263330.08
1645	2263201.989
1646	2263154.123
1647	2263135.776
1648	2263095.212
1649	2263058.265
1650	2262998.472
1651	2262971.267
1652	2262964.367
1653	2262916.982
1654	2262826.744
1655	2262812.915
1656	2262761.446
1657	2262722.581
1658	2262562.479
1659	2262488.259
1660	2262440.626
1661	2262411.464
1662	2262404.582
1663	2262077.444
1664	2261987.711
